subject  sessionIndex  rep              H.h           DD.h.e           UD.h.e              H.e           DD.e.s           UD.e.s              H.s           DD.s.t           UD.s.t              H.t           DD.t.e           UD.t.e            H.e.1           DD.e.r           UD.e.r              H.r      DD.r.Return      UD.r.Return         H.Return
   s030             1   21           0.1198           0.2153           0.0955           0.1415           0.3825           0.2410           0.2064           0.2805           0.0741           0.0861           0.1993           0.1132           0.1547           0.1320          -0.0227           0.1001           0.2840           0.1839           0.1056
   s030             1   22           0.1077           0.1816           0.0739           0.1573           0.2426           0.0853           0.2206           0.2369           0.0163           0.1658           0.2463           0.0805           0.2322           0.2367           0.0045           0.1167           0.2359           0.1192           0.0966
   s030             1   23           0.0766           0.2518           0.1752           0.1943           0.2527           0.0584           0.1927           0.2159           0.0232           0.1502           0.2508           0.1006           0.1898           0.1805          -0.0093           0.1186           0.2758           0.1572           0.1117
   s030             1   24           0.1497           0.2246           0.0749           0.1470           0.2160           0.0690           0.2318           0.2227          -0.0091           0.1938           0.2685           0.0747           0.1874           0.1618          -0.0256           0.1254           0.3111           0.1857           0.1169
   s030             1   25           0.1436           0.2412           0.0976           0.1581           0.2379           0.0798           0.2512           0.2588           0.0076           0.1995           0.2581           0.0586           0.2652           0.2840           0.0188           0.1491           0.3633           0.2142           0.0932
   s030             1   26           0.1549           0.3005           0.1456           0.1663           0.2669           0.1006           0.2389           0.2354          -0.0035           0.1626           0.2861           0.1235           0.1869           0.2020           0.0151           0.1299           0.3133           0.1834           0.1275
   s030             1   27           0.1504           0.2689           0.1185           0.1628           0.2621           0.0993           0.2346           0.2665           0.0319           0.1779           0.2835           0.1056           0.2035           0.2465           0.0430           0.1293           0.3422           0.2129           0.1029
   s030             1   28           0.1082           0.2330           0.1248           0.1663           0.2603           0.0940           0.2230           0.2414           0.0184           0.1929           0.2893           0.0964           0.1908           0.2148           0.0240           0.1233           0.2668           0.1435           0.1074
   s030             1   29           0.1502           0.2568           0.1066           0.1560           0.2545           0.0985           0.2140           0.2377           0.0237           0.1861           0.2629           0.0768           0.2344           0.2600           0.0256           0.1309           0.2858           0.1549           0.1088
   s030             1   30           0.1462           0.2396           0.0934           0.2048           0.2556           0.0508           0.2526           0.2327          -0.0199           0.1856           0.3065           0.1209           0.2297           0.2183          -0.0114           0.1500           0.2605           0.1105           0.1101
   s030             1   31           0.1275           0.2188           0.0913           0.1325           0.2424           0.1099           0.2175           0.2412           0.0237           0.1663           0.2484           0.0821           0.2304           0.2510           0.0206           0.1095           0.3277           0.2182           0.1024
   s030             1   32           0.1296           0.2375           0.1079           0.1407           0.2807           0.1400           0.2299           0.3122           0.0823           0.1494           0.1961           0.0467           0.1874           0.2120           0.0246           0.1140           0.2960           0.1820           0.1066
   s030             1   33           0.1024           0.2209           0.1185           0.1483           0.2766           0.1283           0.3299           0.3563           0.0264           0.1555           0.3078           0.1523           0.2433           0.2713           0.0280           0.1185           0.2095           0.0910           0.0784
   s030             1   34           0.0948           0.2138           0.1190           0.0966           0.2181           0.1215           0.2214           0.2293           0.0079           0.2045           0.2879           0.0834           0.1708           0.1663          -0.0045           0.1188           0.2547           0.1359           0.0927
   s030             1   35           0.1109           0.2056           0.0947           0.1436           0.2912           0.1476           0.1903           0.2095           0.0192           0.1729           0.2661           0.0932           0.1779           0.1713          -0.0066           0.1241           0.2700           0.1459           0.1275
   s030             1   36           0.1433           0.2232           0.0799           0.1555           0.2728           0.1173           0.3497           0.4869           0.1372           0.1515           0.3175           0.1660           0.2111           0.2275           0.0164           0.1146           0.7302           0.6156           0.1365
   s030             1   37           0.1317           0.2554           0.1237           0.1259           0.2498           0.1239           0.1977           0.2594           0.0617           0.1565           0.2608           0.1043           0.2629           0.2859           0.0230           0.1362           0.3275           0.1913           0.0325
   s030             1   38           0.1285           0.2134           0.0849           0.1539           0.2822           0.1283           0.2098           0.2507           0.0409           0.1842           0.2489           0.0647           0.2143           0.2365           0.0222           0.1462           0.2987           0.1525           0.1093
   s030             1   39           0.1243           0.2396           0.1153           0.1552           0.2400           0.0848           0.2169           0.2361           0.0192           0.1584           0.2410           0.0826           0.1943           0.1803          -0.0140           0.1357           0.5067           0.3710           0.1592
   s030             1   40           0.1249           0.1842           0.0593           0.1655           0.2374           0.0719           0.2125           0.2084          -0.0041           0.1970           0.2667           0.0697           0.1605           0.1454          -0.0151           0.1442           0.2587           0.1145           0.1613
   s030             1   41           0.1204           0.1898           0.0694           0.1895           0.2791           0.0896           0.2230           0.2441           0.0211           0.1829           0.2164           0.0335           0.2093           0.1821          -0.0272           0.1497           0.2565           0.1068           0.1320
   s030             1   42           0.1314           0.2182           0.0868           0.1515           0.2403           0.0888           0.1948           0.1979           0.0031           0.2088           0.2677           0.0589           0.2371           0.2278          -0.0093           0.1497           0.2196           0.0699           0.1380
   s030             1   43           0.1380           0.2477           0.1097           0.1460           0.2622           0.1162           0.2597           0.2911           0.0314           0.1589           0.2394           0.0805           0.2194           0.1956          -0.0238           0.1626           0.3560           0.1934           0.1101
   s030             1   44           0.1314           0.2855           0.1541           0.1396           0.2466           0.1070           0.2164           0.2420           0.0256           0.1874           0.2207           0.0333           0.2164           0.1763          -0.0401           0.1370           0.3452           0.2082           0.1246
   s030             1   45           0.1396           0.2142           0.0746           0.1515           0.2440           0.0925           0.2507           0.2604           0.0097           0.2019           0.2729           0.0710           0.2249           0.2321           0.0072           0.1560           0.3483           0.1923           0.1217
   s030             1   46           0.1388           0.2541           0.1153           0.1444           0.2535           0.1091           0.2478           0.2839           0.0361           0.1789           0.2346           0.0557           0.2019           0.2069           0.0050           0.1354           0.2626           0.1272           0.1230
   s030             1   47           0.1296           0.2372           0.1076           0.1771           0.4057           0.2286           0.0715           0.1145           0.0430           0.1729           0.6532           0.4803           0.2378           0.2428           0.0050           0.1468           0.2634           0.1166           0.1317
   s030             1   48           0.1259           0.2116           0.0857           0.1681           0.2772           0.1091           0.2177           0.2507           0.0330           0.1692           0.2394           0.0702           0.2104           0.1697          -0.0407           0.1357           0.2507           0.1150           0.1483
   s030             1   49           0.1283           0.2169           0.0886           0.1536           0.5332           0.3796           0.1958           0.2134           0.0176           0.1531           0.2349           0.0818           0.2051           0.1826          -0.0225           0.1202           0.2104           0.0902           0.1325
   s030             1   50           0.1293           0.4826           0.3533           0.1312           0.2564           0.1252           0.1977           0.2143           0.0166           0.2011           0.2626           0.0615           0.1666           0.1497          -0.0169           0.1035           0.2863           0.1828           0.1080
   s030             2    1           0.1088           0.2241           0.1153           0.1766           0.2414           0.0648           0.2283           0.2547           0.0264           0.1533           0.1950           0.0417           0.2185           0.2249           0.0064           0.1227           0.7101           0.5874           0.1449
   s030             2    2           0.1299           0.2341           0.1042           0.1428           0.2115           0.0687           0.2549           0.2736           0.0187           0.1465           0.1901           0.0436           0.1703           0.1478          -0.0225           0.1033           0.2621           0.1588           0.1135
   s030             2    3           0.1380           0.2190           0.0810           0.1586           0.2091           0.0505           0.2201           0.2810           0.0609           0.1594           0.2623           0.1029           0.1217           0.1376           0.0159           0.1014           0.2842           0.1828           0.1180
   s030             2    4           0.1409           0.2316           0.0907           0.2003           0.2178           0.0175           0.2671           0.2853           0.0182           0.1877           0.2220           0.0343           0.2262           0.1958          -0.0304           0.1344           0.3457           0.2113           0.1312
   s030             2    5           0.1655           0.2689           0.1034           0.1853           0.2458           0.0605           0.1998           0.2394           0.0396           0.1468           0.1822           0.0354           0.2072           0.1826          -0.0246           0.1429           0.3315           0.1886           0.0979
   s030             2    6           0.1420           0.2230           0.0810           0.1808           0.2698           0.0890           0.2565           0.2581           0.0016           0.1792           0.2690           0.0898           0.2618           0.2586          -0.0032           0.1407           0.3045           0.1638           0.1370
   s030             2    7           0.1156           0.1815           0.0659           0.1710           0.1780           0.0070           0.2257           0.2370           0.0113           0.1462           0.2325           0.0863           0.1349           0.0961          -0.0388           0.1098           0.2098           0.1000           0.1346
   s030             2    8           0.1222           0.2174           0.0952           0.1544           0.2041           0.0497           0.1877           0.2051           0.0174           0.1193           0.1616           0.0423           0.1811           0.1433          -0.0378           0.0940           0.2594           0.1654           0.1085
   s030             2    9           0.1473           0.2552           0.1079           0.2011           0.2321           0.0310           0.2885           0.3072           0.0187           0.1555           0.2321           0.0766           0.1784           0.1578          -0.0206           0.1111           0.2594           0.1483           0.1037
   s030             2   10           0.1349           0.7587           0.6238           0.2040           0.3136           0.1096           0.2283           0.2626           0.0343           0.1837           0.2336           0.0499           0.2043           0.1805          -0.0238           0.1508           0.2801           0.1293           0.1127
   s030             2   11           0.1512           0.2377           0.0865           0.1386           0.2609           0.1223           0.2238           0.2686           0.0448           0.1526           0.2099           0.0573           0.2313           0.1919          -0.0394           0.1168           0.2300           0.1132           0.1043
   s030             2   12           0.1631           0.2544           0.0913           0.1832           0.2516           0.0684           0.2243           0.2631           0.0388           0.2088           0.2862           0.0774           0.2069           0.1871          -0.0198           0.1259           0.2312           0.1053           0.0982
   s030             2   13           0.1417           0.1981           0.0564           0.1716           0.2429           0.0713           0.2114           0.2581           0.0467           0.2027           0.3233           0.1206           0.1639           0.2080           0.0441           0.2051           0.4022           0.1971           0.0839
   s030             2   14           0.1130           0.2006           0.0876           0.1890           0.2123           0.0233           0.2623           0.2789           0.0166           0.1576           0.1946           0.0370           0.1951           0.1547          -0.0404           0.1510           0.2552           0.1042           0.0861
   s030             2   15           0.1346           0.2198           0.0852           0.1676           0.2339           0.0663           0.2032           0.2127           0.0095           0.1573           0.2059           0.0486           0.2159           0.1932          -0.0227           0.1111           0.3153           0.2042           0.1006
   s030             2   16           0.0945           0.1615           0.0670           0.1808           0.1962           0.0154           0.1922           0.1683          -0.0239           0.2342           0.7588           0.5246           0.1721           0.1964           0.0243           0.1138           0.2077           0.0939           0.0879
   s030             2   17           0.1167           0.7545           0.6378           0.1956           0.3324           0.1368           0.2338           0.2396           0.0058           0.1644           0.1958           0.0314           0.2046           0.1552          -0.0494           0.1104           0.2238           0.1134           0.0842
   s030             2   18           0.1362           0.2072           0.0710           0.1932           0.2384           0.0452           0.2225           0.2423           0.0198           0.1787           0.2286           0.0499           0.2247           0.1824          -0.0423           0.1131           0.2801           0.1670           0.0365
   s030             2   19           0.1365           0.2162           0.0797           0.1990           0.2163           0.0173           0.1956           0.2051           0.0095           0.1438           0.1905           0.0467           0.2151           0.1739          -0.0412           0.1075           0.8738           0.7663           0.1365
   s030             2   20           0.1312           0.1987           0.0675           0.2233           0.2258           0.0025           0.2420           0.2179          -0.0241           0.1755           0.2120           0.0365           0.2270           0.1776          -0.0494           0.1157           0.2299           0.1142           0.0998
   s030             2   21           0.1373           0.1985           0.0612           0.2008           0.2835           0.0827           0.2457           0.2470           0.0013           0.2093           0.2460           0.0367           0.2217           0.1776          -0.0441           0.1196           0.3470           0.2274           0.2022
   s030             2   22           0.1460           0.1969           0.0509           0.1900           0.2162           0.0262           0.2027           0.2005          -0.0022           0.1998           0.2434           0.0436           0.2096           0.1808          -0.0288           0.1476           0.3296           0.1820           0.1119
   s030             2   23           0.1349           0.1919           0.0570           0.1890           0.1973           0.0083           0.1956           0.2072           0.0116           0.1539           0.2442           0.0903           0.1508           0.1183          -0.0325           0.0956           0.2547           0.1591           0.1497
   s030             2   24           0.1285           0.1815           0.0530           0.1837           0.2131           0.0294           0.2125           0.2164           0.0039           0.1592           0.1785           0.0193           0.2148           0.1813          -0.0335           0.1248           0.2124           0.0876           0.0998
   s030             2   25           0.1204           0.1541           0.0337           0.1906           0.2237           0.0331           0.3106           0.3502           0.0396           0.1586           0.2460           0.0874           0.1592           0.1217          -0.0375           0.1193           0.3185           0.1992           0.1243
   s030             2   26           0.1299           0.1869           0.0570           0.2162           0.2506           0.0344           0.2874           0.3064           0.0190           0.1497           0.2350           0.0853           0.2001           0.1792          -0.0209           0.0935           0.2307           0.1372           0.1293
   s030             2   27           0.1264           0.2433           0.1169           0.2103           0.2843           0.0740           0.2526           0.2753           0.0227           0.1523           0.2141           0.0618           0.2681           0.2705           0.0024           0.1607           0.2691           0.1084           0.1209
   s030             2   28           0.1251           0.1837           0.0586           0.1950           0.2363           0.0413           0.2861           0.2877           0.0016           0.1599           0.2359           0.0760           0.1880           0.1655          -0.0225           0.1083           0.3064           0.1981           0.0961
   s030             2   29           0.0668           0.6832           0.6164           0.1357           0.1917           0.0560           0.1605           0.1411          -0.0194           0.1099           0.2136           0.1037           0.1545           0.1365          -0.0180           0.0851           0.2648           0.1797           0.0969
   s030             2   30           0.1101           0.2154           0.1053           0.1800           0.2115           0.0315           0.2162           0.2280           0.0118           0.1317           0.2146           0.0829           0.2365           0.2455           0.0090           0.1296           0.2578           0.1282           0.1233
   s030             2   31           0.1225           0.2510           0.1285           0.2001           0.1933          -0.0068           0.1716           0.1575          -0.0141           0.1560           0.2056           0.0496           0.1755           0.1586          -0.0169           0.0884           0.1820           0.0936           0.1217
   s030             2   32           0.1188           0.1879           0.0691           0.1626           0.1936           0.0310           0.1935           0.2272           0.0337           0.1858           0.2035           0.0177           0.1919           0.1692          -0.0227           0.1053           0.2193           0.1140           0.1106
   s030             2   33           0.1151           0.1707           0.0556           0.1526           0.2015           0.0489           0.2032           0.1981          -0.0051           0.1586           0.1692           0.0106           0.1777           0.1639          -0.0138           0.0827           0.2289           0.1462           0.1251
   s030             2   34           0.1146           0.1895           0.0749           0.1760           0.2064           0.0304           0.1871           0.1675          -0.0196           0.1191           0.1397           0.0206           0.2085           0.2178           0.0093           0.0866           0.2486           0.1620           0.1291
   s030             2   35           0.1059           0.1613           0.0554           0.1985           0.2152           0.0167           0.2288           0.2113          -0.0175           0.1391           0.1647           0.0256           0.1690           0.1320          -0.0370           0.0956           0.1771           0.0815           0.1267
   s030             2   36           0.1180           0.2708           0.1528           0.0953           0.1851           0.0898           0.1703           0.1501          -0.0202           0.1102           0.1762           0.0660           0.1452           0.1027          -0.0425           0.0866           0.2230           0.1364           0.1146
   s030             2   37           0.1059           0.3252           0.2193           0.1631           0.5303           0.3672           0.2676           0.2779           0.0103           0.1341           0.1977           0.0636           0.1579           0.1188          -0.0391           0.0935           0.1937           0.1002           0.1198
   s030             2   38           0.1193           0.2195           0.1002           0.1681           0.2321           0.0640           0.1990           0.1831          -0.0159           0.1362           0.2188           0.0826           0.1674           0.1523          -0.0151           0.0787           0.1663           0.0876           0.1241
   s030             2   39           0.1227           0.2195           0.0968           0.1692           0.2155           0.0463           0.2141           0.2050          -0.0091           0.1402           0.1962           0.0560           0.1576           0.1185          -0.0391           0.0795           0.1483           0.0688           0.1127
   s030             2   40           0.1140           0.2456           0.1316           0.1523           0.1883           0.0360           0.3204           0.4937           0.1733           0.1394           0.2397           0.1003           0.1660           0.1475          -0.0185           0.0932           0.2022           0.1090           0.1040
   s030             2   41           0.1156           0.1926           0.0770           0.1961           0.2139           0.0178           0.1824           0.1773          -0.0051           0.1040           0.1943           0.0903           0.1835           0.1705          -0.0130           0.0954           0.2175           0.1221           0.1177
   s030             2   42           0.1048           0.2061           0.1013           0.1792           0.2928           0.1136           0.2507           0.2596           0.0089           0.1101           0.1444           0.0343           0.1489           0.1156          -0.0333           0.1048           0.2367           0.1319           0.1475
   s030             2   43           0.1196           0.2465           0.1269           0.1565           0.2410           0.0845           0.3067           0.3055          -0.0012           0.1492           0.1756           0.0264           0.1816           0.1615          -0.0201           0.0938           0.2360           0.1422           0.1214
   s030             2   44           0.1080           0.2130           0.1050           0.1473           0.5081           0.3608           0.2555           0.3175           0.0620           0.1151           0.1421           0.0270           0.1531           0.1214          -0.0317           0.0924           0.2016           0.1092           0.1106
   s030             2   45           0.1164           0.2169           0.1005           0.1676           0.2339           0.0663           0.1771           0.1736          -0.0035           0.1196           0.1708           0.0512           0.1536           0.1219          -0.0317           0.0687           0.1716           0.1029           0.1206
   s030             2   46           0.1375           0.2333           0.0958           0.1581           0.2603           0.1022           0.1665           0.1789           0.0124           0.0837           0.1516           0.0679           0.1194           0.0961          -0.0233           0.0822           0.1579           0.0757           0.1148
   s030             2   47           0.1351           0.1496           0.0145           0.1792           0.1970           0.0178           0.2218           0.2074          -0.0144           0.1120           0.1917           0.0797           0.2246           0.1895          -0.0351           0.1204           0.2747           0.1543           0.0966
   s030             2   48           0.1256           0.2206           0.0950           0.1884           0.2795           0.0911           0.2288           0.2388           0.0100           0.1734           0.2315           0.0581           0.1827           0.1307          -0.0520           0.1045           0.1768           0.0723           0.1201
   s030             2   49           0.1328           0.2465           0.1137           0.1676           0.2537           0.0861           0.2206           0.2309           0.0103           0.1388           0.1972           0.0584           0.1859           0.1209          -0.0650           0.1252           0.1835           0.0583           0.1008
   s030             2   50           0.1204           0.1803           0.0599           0.1921           0.2423           0.0502           0.2974           0.3021           0.0047           0.1417           0.2180           0.0763           0.1779           0.1246          -0.0533           0.1095           0.1530           0.0435           0.1177
   s030             3    1           0.1304           0.1480           0.0176           0.1668           0.1286          -0.0382           0.2032           0.2164           0.0132           0.1006           0.1215           0.0209           0.1468           0.1090          -0.0378           0.1054           0.3247           0.2193           0.1061
   s030             3    2           0.1338           0.1802           0.0464           0.1534           0.1025          -0.0509           0.2357           0.2858           0.0501           0.1201           0.1362           0.0161           0.1832           0.1423          -0.0409           0.1051           0.1871           0.0820           0.1024
   s030             3    3           0.1262           0.1760           0.0498           0.1438           0.1943           0.0505           0.1853           0.1673          -0.0180           0.1132           0.1702           0.0570           0.1207           0.0908          -0.0299           0.0999           0.2213           0.1214           0.1035
   s030             3    4           0.1280           0.1710           0.0430           0.1397           0.1049          -0.0348           0.1975           0.1892          -0.0083           0.1231           0.1363           0.0132           0.1571           0.1288          -0.0283           0.0919           0.1903           0.0984           0.0863
   s030             3    5           0.1206           0.1570           0.0364           0.1294           0.1170          -0.0124           0.1898           0.1884          -0.0014           0.0858           0.1130           0.0272           0.1196           0.1032          -0.0164           0.0974           0.1900           0.0926           0.0911
   s030             3    6           0.1225           0.1523           0.0298           0.1130           0.1390           0.0260           0.2043           0.2177           0.0134           0.0890           0.1178           0.0288           0.1212           0.1072          -0.0140           0.0716           0.1623           0.0907           0.0768
   s030             3    7           0.1069           0.1354           0.0285           0.1336           0.0985          -0.0351           0.1695           0.1893           0.0198           0.0760           0.1185           0.0425           0.1085           0.0913          -0.0172           0.0777           0.2022           0.1245           0.0998
   s030             3    8           0.1045           0.1488           0.0443           0.1370           0.1482           0.0112           0.1581           0.2151           0.0570           0.0916           0.6437           0.5521           0.1267           0.1679           0.0412           0.0787           0.1911           0.1124           0.1051
   s030             3    9           0.1193           0.1771           0.0578           0.1636           0.1798           0.0162           0.2080           0.1995          -0.0085           0.1024           0.1547           0.0523           0.1264           0.0942          -0.0322           0.0995           0.2525           0.1530           0.0644
   s030             3   10           0.1114           0.2027           0.0913           0.1262           0.1888           0.0626           0.1906           0.1919           0.0013           0.1272           0.1549           0.0277           0.1462           0.1219          -0.0243           0.0900           0.1805           0.0905           0.0916
   s030             3   11           0.1074           0.2182           0.1108           0.1130           0.1231           0.0101           0.1898           0.1823          -0.0075           0.1004           0.1324           0.0320           0.1257           0.0948          -0.0309           0.0974           0.1908           0.0934           0.1014
   s030             3   12           0.0969           0.1299           0.0330           0.1462           0.1642           0.0180           0.1792           0.1876           0.0084           0.0887           0.1434           0.0547           0.1206           0.0950          -0.0256           0.0832           0.2441           0.1609           0.1259
   s030             3   13           0.1262           0.1475           0.0213           0.1417           0.1130          -0.0287           0.1787           0.1800           0.0013           0.0942           0.1423           0.0481           0.1194           0.0948          -0.0246           0.0972           0.1959           0.0987           0.1074
   s030             3   14           0.1043           0.1367           0.0324           0.1299           0.0962          -0.0337           0.1655           0.1622          -0.0033           0.0940           0.1967           0.1027           0.0706           0.0283          -0.0423           0.1157           0.6608           0.5451           0.1027
   s030             3   15           0.1109           0.1483           0.0374           0.1085           0.1226           0.0141           0.1908           0.2106           0.0198           0.0586           0.1061           0.0475           0.1006           0.0818          -0.0188           0.0874           0.1161           0.0287           0.0987
   s030             3   16           0.1172           0.2876           0.1704           0.0958           0.1220           0.0262           0.1370           0.1295          -0.0075           0.0887           0.1463           0.0576           0.1078           0.0890          -0.0188           0.0785           0.1616           0.0831           0.0966
   s030             3   17           0.1557           0.2607           0.1050           0.1249           0.2258           0.1009           0.2499           0.2623           0.0124           0.1489           0.2421           0.0932           0.1685           0.1431          -0.0254           0.1302           0.3062           0.1760           0.1212
   s030             3   18           0.1249           0.2217           0.0968           0.1478           0.2271           0.0793           0.3149           0.2784          -0.0365           0.1565           0.2415           0.0850           0.1809           0.1460          -0.0349           0.1078           0.2218           0.1140           0.1164
   s030             3   19           0.1378           0.4460           0.3082           0.1420           0.2316           0.0896           0.2267           0.2145          -0.0122           0.1610           0.2642           0.1032           0.2455           0.2225          -0.0230           0.1486           0.4507           0.3021           0.1008
   s030             3   20           0.1660           0.3079           0.1419           0.1497           0.2292           0.0795           0.2309           0.2470           0.0161           0.1412           0.2428           0.1016           0.2592           0.2706           0.0114           0.1167           0.2927           0.1760           0.0805
   s030             3   21           0.1309           0.2662           0.1353           0.1702           0.2524           0.0822           0.2417           0.2488           0.0071           0.2227           0.3027           0.0800           0.2098           0.1520          -0.0578           0.1330           0.2303           0.0973           0.1103
   s030             3   22           0.1565           0.2499           0.0934           0.1594           0.2635           0.1041           0.5048           0.7048           0.2000           0.1431           0.2149           0.0718           0.1900           0.1425          -0.0475           0.1264           0.2417           0.1153           0.1016
   s030             3   23           0.1204           0.2658           0.1454           0.1694           0.2437           0.0743           0.2946           0.2892          -0.0054           0.1608           0.2347           0.0739           0.1787           0.1357          -0.0430           0.1349           0.2605           0.1256           0.1349
   s030             3   24           0.1301           0.2617           0.1316           0.1874           0.2754           0.0880           0.2692           0.2742           0.0050           0.1760           0.2610           0.0850           0.2046           0.1510          -0.0536           0.1542           0.2529           0.0987           0.1130
   s030             3   25           0.1193           0.2842           0.1649           0.1394           0.3139           0.1745           0.4732           0.7708           0.2976           0.1233           0.1706           0.0473           0.1549           0.1066          -0.0483           0.1135           0.2108           0.0973           0.1077
   s030             3   26           0.1204           0.2267           0.1063           0.1515           0.2440           0.0925           0.2449           0.2491           0.0042           0.1336           0.2168           0.0832           0.1924           0.5671           0.3747           0.2130           1.2313           1.0183           0.1103
   s030             3   27           0.1314           0.3810           0.2496           0.2745           0.6158           0.3413           0.2774           0.3032           0.0258           0.1299           0.1988           0.0689           0.1713           0.0924          -0.0789           0.1694           0.2728           0.1034           0.1180
   s030             3   28           0.1278           0.1887           0.0609           0.1932           0.2865           0.0933           0.2520           0.2533           0.0013           0.1547           0.2123           0.0576           0.2404           0.2127          -0.0277           0.1523           0.3008           0.1485           0.1167
   s030             3   29           0.1396           0.2148           0.0752           0.1739           0.2413           0.0674           0.2344           0.2245          -0.0099           0.1458           0.1588           0.0130           0.2093           0.1346          -0.0747           0.1320           0.2898           0.1578           0.1238
   s030             3   30           0.1188           0.1890           0.0702           0.2043           0.1811          -0.0232           0.2735           0.2222          -0.0513           0.2323           0.2909           0.0586           0.2278           0.1745          -0.0533           0.1739           0.2224           0.0485           0.1357
   s030             3   31           0.1288           0.2053           0.0765           0.1848           0.2844           0.0996           0.2566           0.2512          -0.0054           0.1368           0.1682           0.0314           0.1821           0.1190          -0.0631           0.1399           0.3035           0.1636           0.1359
   s030             3   32           0.1330           0.2515           0.1185           0.1795           0.2371           0.0576           0.2368           0.2211          -0.0157           0.1708           0.2007           0.0299           0.2157           0.1510          -0.0647           0.1640           0.2381           0.0741           0.1169
   s030             3   33           0.1101           0.2212           0.1111           0.1924           0.2236           0.0312           0.2175           0.2307           0.0132           0.1829           0.2135           0.0306           0.2017           0.1436          -0.0581           0.1574           0.2492           0.0918           0.1217
   s030             3   34           0.1217           0.1834           0.0617           0.1708           0.1973           0.0265           0.2226           0.2119          -0.0107           0.1484           0.1688           0.0204           0.1811           0.1196          -0.0615           0.1362           0.1821           0.0459           0.1235
   s030             3   35           0.1367           0.1707           0.0340           0.1750           0.1653          -0.0097           0.2191           0.2040          -0.0151           0.1035           0.1275           0.0240           0.1787           0.1188          -0.0599           0.1407           0.2708           0.1301           0.0863
   s030             3   36           0.1159           0.1552           0.0393           0.1716           0.1476          -0.0240           0.2431           0.2301          -0.0130           0.1357           0.1801           0.0444           0.1761           0.1238          -0.0523           0.1291           0.2357           0.1066           0.1135
   s030             3   37           0.0998           0.1599           0.0601           0.1592           0.2659           0.1067           0.2008           0.2179           0.0171           0.1370           0.1563           0.0193           0.1645           0.1185          -0.0460           0.1168           0.1938           0.0770           0.1140
   s030             3   38           0.0945           0.1560           0.0615           0.1568           0.1368          -0.0200           0.2078           0.1855          -0.0223           0.0927           0.1249           0.0322           0.1544           0.1082          -0.0462           0.1188           0.2386           0.1198           0.1146
   s030             3   39           0.1032           0.1747           0.0715           0.1573           0.1790           0.0217           0.1703           0.1541          -0.0162           0.1003           0.1236           0.0233           0.1724           0.1280          -0.0444           0.1115           0.2231           0.1116           0.0990
   s030             3   40           0.1011           0.1665           0.0654           0.1750           0.1817           0.0067           0.1869           0.1704          -0.0165           0.0999           0.1305           0.0306           0.1924           0.1230          -0.0694           0.1359           0.2404           0.1045           0.1077
   s030             3   41           0.0961           0.1787           0.0826           0.1689           0.1938           0.0249           0.2130           0.1913          -0.0217           0.1212           0.1571           0.0359           0.2220           0.1861          -0.0359           0.1214           0.2074           0.0860           0.1040
   s030             3   42           0.1101           0.1731           0.0630           0.1412           0.1709           0.0297           0.2046           0.1929          -0.0117           0.1283           0.2700           0.1417           0.2321           0.2249          -0.0072           0.1265           0.2418           0.1153           0.1088
   s030             3   43           0.1132           0.1414           0.0282           0.1599           0.1874           0.0275           0.2104           0.1789          -0.0315           0.1394           0.1912           0.0518           0.1937           0.1322          -0.0615           0.1418           0.2201           0.0783           0.1048
   s030             3   44           0.1124           0.1731           0.0607           0.1507           0.1473          -0.0034           0.2242           0.2106          -0.0136           0.1550           0.1738           0.0188           0.2011           0.1723          -0.0288           0.1228           0.2004           0.0776           0.1090
   s030             3   45           0.1206           0.1433           0.0227           0.1560           0.1809           0.0249           0.2267           0.2248          -0.0019           0.1502           0.1790           0.0288           0.2141           0.1771          -0.0370           0.1370           0.2320           0.0950           0.1241
   s030             3   46           0.1045           0.1968           0.0923           0.1518           0.1949           0.0431           0.1972           0.1852          -0.0120           0.1357           0.1769           0.0412           0.1621           0.1238          -0.0383           0.1180           0.1863           0.0683           0.1103
   s030             3   47           0.1124           0.1570           0.0446           0.1586           0.1679           0.0093           0.2075           0.1947          -0.0128           0.1086           0.1456           0.0370           0.1552           0.1082          -0.0470           0.1254           0.2555           0.1301           0.1135
   s030             3   48           0.1016           0.1762           0.0746           0.2059           0.2071           0.0012           0.2310           0.2272          -0.0038           0.1529           0.1838           0.0309           0.1874           0.1388          -0.0486           0.1178           0.2494           0.1316           0.1243
   s030             3   49           0.1209           0.2058           0.0849           0.1668           0.1888           0.0220           0.2151           0.2280           0.0129           0.1570           0.2309           0.0739           0.1417           0.0892          -0.0525           0.1235           0.1916           0.0681           0.1135
